data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,mediamovelcaso,mediamovelobito,crescimentoobito,crescimentocasos
2020-10-09,5055888,27444,149639,682,25052.14285714286,607.2857142857143,-0.10392074198988183,6.0
2020-10-10,5082637,26749,150198,559,25114.85714285714,601.5714285714286,-0.13602790315962257,6.0
2020-10-11,5094979,12342,150488,290,25670.0,590.8571428571429,-0.14651258770119688,6.0
2020-10-12,5103408,8429,150689,201,25167.571428571428,573.4285714285714,-0.1613038027580442,6.0
2020-10-13,5113628,10220,150998,309,20641.0,500.57142857142856,-0.27197174319551215,6.0
2020-10-14,5140863,27235,151747,749,20024.14285714286,502.7142857142857,-0.2926633165829145,6.0
2020-10-15,5169386,28523,152460,713,20134.571428571428,500.42857142857144,-0.2809934318555008,6.0
2020-10-16,5200300,30914,153214,754,20630.285714285714,510.7142857142857,-0.26303854875283444,6.0
2020-10-17,5224362,24062,153675,461,20246.428571428572,496.7142857142857,-0.2409954158480681,6.0
2020-10-18,5235344,10982,153905,230,20052.14285714286,488.14285714285717,-0.2589459986987637,6.0
2020-10-19,5250727,15383,154176,271,21045.571428571428,498.14285714285717,-0.2447476716482564,6.0
2020-10-20,5273954,23227,154837,661,22903.714285714286,548.4285714285714,-0.16050732560682268,6.0
2020-10-21,5298772,24818,155403,566,22558.428571428572,522.2857142857143,-0.14499532273152477,6.0
2020-10-22,5323630,24858,155900,497,22034.85714285714,491.42857142857144,-0.1956979191021744,6.0
2020-10-23,5353656,30026,156471,571,21908.0,465.2857142857143,-0.23382733474476602,6.0
2020-10-24,5380635,26979,156903,432,22324.714285714286,461.14285714285717,-0.23343623842317734,6.0
2020-10-25,5394128,13493,157134,231,22683.428571428572,461.2857142857143,-0.219294003868472,6.0
2020-10-26,5409854,15726,157397,263,22732.428571428572,460.14285714285717,-0.19755854509217735,6.0
2020-10-27,5439641,29787,157946,549,23669.571428571428,444.14285714285717,-0.11272831050228303,6.0
2020-10-28,5468270,28629,158456,510,24214.0,436.14285714285717,-0.13242398408638814,6.0
2020-10-29,5494376,26106,158969,513,24392.285714285714,438.42857142857144,-0.12389380530973451,6.0
2020-10-30,5516658,22282,159477,508,23286.0,429.42857142857144,-0.15916083916083915,6.0
2020-10-31,5535605,18947,159884,407,22138.571428571428,425.85714285714283,-0.1426517112453265,6.0
2020-11-01,5545705,10100,160074,190,21653.85714285714,420.0,-0.13959613696224762,6.0
2020-11-02,5554206,8501,160253,179,20621.714285714286,408.0,-0.18095784341841128,6.0
2020-11-03,5566049,11843,160496,243,18058.285714285714,364.2857142857143,-0.33576452201094037,6.0
2020-11-04,5590025,23976,161106,610,17393.571428571428,378.57142857142856,-0.2751641137855581,6.0
2020-11-05,5612319,22294,161736,630,16849.0,395.2857142857143,-0.19563953488372096,6.0
2020-11-06,5633747,21428,162038,302,16727.0,365.85714285714283,-0.2136935830518883,6.0
2020-11-07,5653561,19814,162269,231,16850.85714285714,340.7142857142857,-0.26115241635687736,6.0
2020-11-08,5664115,10554,162397,128,16915.714285714286,331.85714285714283,-0.2805822235986374,6.0
2020-11-09,5675032,10917,162628,231,17260.85714285714,339.2857142857143,-0.26265135051226335,6.0
2020-11-10,5700044,25012,162829,201,19142.14285714286,333.2857142857143,-0.24959794146027667,6.0
2020-11-11,5748375,48331,163373,544,22621.428571428572,323.85714285714283,-0.2574516868653784,6.0
2020-11-12,5781582,33207,164281,908,24180.428571428572,363.57142857142856,-0.17073965461062243,6.0
2020-11-13,5810652,29070,164737,456,25272.14285714286,385.57142857142856,-0.10212907518296747,6.0
2020-11-14,5848959,38307,165658,921,27914.0,484.14285714285717,0.13686682321368682,6.0
2020-11-15,5863093,14134,165798,140,28425.428571428572,485.85714285714283,0.15680272108843532,6.0
2020-11-16,5876464,13371,166014,216,28776.0,483.7142857142857,0.18557422969187676,6.0
2020-11-17,5911758,35294,166699,685,30244.85714285714,552.8571428571429,0.5176470588235296,6.0
2020-11-18,5945849,34091,167455,756,28210.571428571428,583.1428571428571,0.540377358490566,6.0
2020-11-19,5981767,35918,168061,606,28597.85714285714,540.0,0.36610046982291294,6.0
2020-11-20,6020164,38397,168613,552,29930.285714285714,553.7142857142857,0.5134713002733307,6.0
2020-11-21,6052786,32622,168989,376,29118.14285714286,475.85714285714283,0.39664570230607954,6.0
2020-11-22,6071401,18615,169183,194,29758.285714285714,483.57142857142856,0.4571674558760224,6.0
2020-11-23,6087608,16207,169485,302,30163.428571428572,495.85714285714283,0.46147368421052626,6.0
2020-11-24,6118708,31100,170115,630,29564.285714285714,488.0,0.4642091727389627,6.0
2020-11-25,6166606,47898,170769,654,31536.714285714286,473.42857142857144,0.46184384649316296,6.0
